Year,Matchday,T1,T2,FTG_T1,FTG_T2,FR,HTG_T1,HTG_T2,HTR,G_0_15_T1,G_16_30_T1,G_31_HT_T1,G_46_60_T1,G_61_75_T1,G_76_FT_T1,G_0_15_T2,G_16_30_T2,G_31_HT_T2,G_46_60_T2,G_61_75_T2,G_76_FT_T2,Form_T1,Form_T2,Coach_T1,Coach_T2,BP_T1,BP_T2,PA_T1,PA_T2,PA%_T1,PA%_T2,SonT_T1,SonT_T2,SonT%_T1,SonT%_T2,Sav_T1,Sav_T2,Sav%_T1,Sav%_T2,Fls_T1,Fls_T2,Crn_T1,Crn_T2,Crs_T1,Crs_T2,Tch_T1,Tch_T2,Tck_T1,Tck_T2,Int_T1,Int_T2,Arl_T1,Arl_T2,Clr_T1,Clr_T2,Off_T1,Off_T2,GK_T1,GK_T2,Thr_T1,Thr_T2,LB_T1,LB_T2,YC_T1,2YC_T1,RC_T1,YC_T2,2YC_T2,RC_T2,Std,Ref,Ass1,Ass2,4thRef
2020,5,Goiás,Atlético Goianiense,2,0,H,1,0,H,0,1,0,0,0,1,0,0,0,0,0,0,4-3-3,4-2-3-1,Thiago Larghi,Vágner Mancini,34%,66%,186/274,436/534,68%,82%,2/6,4/16,33%,25%,4/4,0/2,100%,0%,26,19,3,11,13,30,493,736,25,13,24,8,20,24,30,11,5,2,13,6,20,29,75,56,5,0,0,2,0,0,Estádio de Hailé Pinheiro,Wilton Sampaio,Fabricio Vilarinho Da Silva,Bruno Raphael Pires,Breno Vieira Souza
2020,5,Flamengo,Botafogo (RJ),1,1,D,0,0,D,0,0,0,0,0,1,0,0,0,0,0,1,4-4-2,RJ,Domènec Torrent,Paulo Autuori,67%,33%,566/639,244/311,89%,78%,5/15,1/7,33%,14%,0/1,4/5,0%,80%,15,17,5,4,26,14,825,494,9,14,12,20,17,5,13,29,0,2,6,5,20,18,36,57,3,0,0,3,0,0,Estadio Jornalista Mário Filho,Leandro Pedro Vuaden,Rafael da Silva Alves,Lúcio Beiersdorf Flor,Paulo Renato Moreira da Silva Coelho
2020,5,Palmeiras,Santos,2,1,H,1,0,H,0,0,1,0,1,0,0,0,0,1,0,0,4-2-3-1,4-3-3,Vanderlei Luxemburgo,Cuca,49%,51%,281/362,283/375,78%,75%,5/17,2/9,29%,22%,2/2,3/5,100%,60%,21,14,5,6,16,17,525,531,5,8,12,13,23,7,16,14,4,0,9,9,12,14,58,55,5,0,0,3,1,0,Allianz Parque,Vinicius Gonçalves Dias Araujo,Danilo Manis,Miguel Cataneo Ribeiro Da Costa,Ilbert Estevam Da Silva
2020,5,Vasco da Gama,Grêmio,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,4-1-4-1,4-2-3-1,Ramon Menezes,Renato Gaúcho,47%,53%,333/413,391/473,81%,83%,3/10,4/14,30%,29%,4/4,3/3,100%,100%,23,17,6,4,12,13,610,670,19,25,16,10,16,13,9,10,1,0,6,6,20,19,50,44,5,0,0,2,0,0,Estádio Club de Regatas Vasco da Gama,Savio Pereira,Daniel Henrique da Silva Andrade,Jose Reinaldo do Nascimento Júnior,Felipe da Silva Gonçalves
2020,5,Bragantino,Coritiba,1,2,A,1,1,D,0,0,1,0,0,0,0,0,1,1,0,0,4-3-3,4-2-3-1,Felipe Conceição,Mozart,47%,53%,263/324,298/397,81%,75%,2/15,4/7,13%,57%,2/4,1/2,50%,50%,17,18,10,3,32,8,541,587,12,28,14,12,7,11,6,22,1,2,4,14,25,21,37,64,2,0,1,0,0,0,Estádio Nabi Abi Chedid,Gilberto Rodrigues Castro Junior,Eduardo Goncalves da Cruz,Clovis Amaral da Silva,Thiago Lourenço De Mattos
2020,5,Sport Recife,São Paulo,0,1,A,0,1,A,0,0,0,0,0,0,1,0,0,0,0,0,4-2-3-1,4-3-3,Daniel Paulista,Fernando Diniz,55%,45%,450/518,359/429,87%,84%,2/10,4/11,20%,36%,3/4,2/2,75%,100%,21,25,0,3,14,13,667,576,12,13,12,5,10,7,8,18,1,0,5,10,16,12,56,50,2,0,0,3,0,0,Estádio Adelmar da Costa Carvalho,Rodrigo D'Alonso Ferreira,Thiago Americano Labes,Helton Nunes,Tiago Nascimento dos Santos
2020,5,Ceará,Bahia,2,0,H,1,0,H,1,0,0,0,1,0,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Guto Ferreira,Roger Machado,38%,62%,259/336,456/539,77%,85%,4/11,7/16,36%,44%,7/7,2/4,100%,50%,21,7,6,11,15,32,530,751,20,12,12,8,21,21,28,9,1,1,7,7,21,24,53,50,1,0,0,2,0,0,Estádio Castelão,Wagner do Nascimento Magalhaes,Thiago Henrique Neto Correa Farinha,Thiago Rosa de Oliveira,Antônio Magno Lima Cordeiro 
2020,5,Corinthians,Fortaleza,1,1,D,0,0,D,0,0,0,0,0,1,0,0,0,0,1,0,4-2-3-1,4-2-3-1,Tiago Nunes,Rogério Ceni,59%,41%,501/583,330/406,86%,81%,7/21,3/10,33%,30%,2/3,6/7,66%,85%,14,12,5,1,14,8,736,567,9,14,12,10,8,16,5,19,0,5,9,12,20,17,50,74,0,0,0,2,0,0,Arena Corinthians,Rodolpho Toski Marques,Sidmar dos Santos Meurer,Rafael Trombeta,Lucas Canetto Bellote
2020,6,Botafogo (RJ),Internacional,0,2,A,0,2,A,0,0,0,0,0,0,1,1,0,0,0,0,RJ,4-2-2-2,Paulo Autuori,Eduardo Coudet,49%,51%,397/472,441/512,84%,86%,2/7,4/7,29%,57%,2/4,2/2,50%,100%,14,24,5,3,16,4,615,651,9,12,9,10,6,13,5,26,2,2,5,5,14,12,53,70,3,0,0,1,0,0,Estádio Nilton Santos,Thiago Duarte Peixoto,Danilo Manis,Miguel Cataneo Ribeiro Da Costa,Daniel Victor Costa Silva
2020,6,Fluminense,Vasco da Gama,2,1,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,1,4-2-3-1,4-1-4-1,Odair Hellmann,Ramon Menezes,46%,54%,387/450,443/520,86%,85%,3/12,4/9,25%,44%,3/4,1/3,75%,33%,19,16,2,4,9,14,631,686,13,17,21,11,10,16,8,11,1,1,6,8,21,17,47,49,4,0,0,1,0,1,Estadio Jornalista Mário Filho,Braulio da Silva Machado,Kleber Lucio Gil,Henrique Neu Ribeiro,Grazianni Maciel Rocha
2020,6,Bahia,Palmeiras,1,1,D,0,0,D,0,0,0,0,0,1,0,0,0,0,0,1,4-2-3-1,4-2-3-1,Roger Machado,Vanderlei Luxemburgo,49%,51%,346/419,369/454,83%,81%,1/9,5/11,11%,45%,4/5,0/1,80%,0%,15,16,8,2,23,10,609,632,10,19,7,10,8,16,11,22,1,4,6,2,19,20,43,59,2,0,0,2,0,0,Estádio Governador Roberto Santos,Bruno Arleu de Araujo,Rodrigo Figueiredo Henrique Correa,Michael Correia,Ricarle Gonçalves Batista
2020,6,Fortaleza,Bragantino,3,0,H,1,0,H,0,0,1,1,0,1,0,0,0,0,0,0,4-2-3-1,4-1-4-1,Rogério Ceni,Felipe Conceição,59%,41%,492/567,322/387,87%,83%,6/13,2/6,46%,33%,2/2,3/6,100%,50%,22,10,3,4,16,15,725,545,12,16,9,7,13,7,14,15,0,1,8,7,28,13,90,39,2,0,0,2,0,1,Estádio Castelão,Rafael Traci,Alex dos Santos,Eli Alves Sviderski,Luciano da Silva Miranda
2020,6,São Paulo,Corinthians,2,1,H,1,1,D,1,0,0,0,0,1,0,0,1,0,0,0,4-3-3,4-2-3-1,Fernando Diniz,Tiago Nunes,54%,47%,373/434,302/387,86%,78%,5/14,5/7,36%,71%,4/5,3/5,80%,60%,16,22,7,4,25,11,628,537,9,20,9,10,11,14,7,21,2,1,6,10,19,16,53,50,3,0,0,0,0,0,Estádio do Morumbi,Flavio Rodrigues De Souza,Neuza Inês Back,Alex Ang Ribeiro,Rafael Gomes Felix da Silva
2020,6,Santos,Flamengo,0,1,A,0,1,A,0,0,0,0,0,0,0,0,1,0,0,0,4-3-3,4-2-3-1,Cuca,Domènec Torrent,52%,48%,356/420,320/399,85%,80%,5/22,6/10,23%,60%,5/6,5/5,83%,100%,14,26,9,2,20,8,619,564,14,15,17,15,5,13,4,16,5,1,5,11,19,17,44,57,5,0,0,7,0,0,Estádio Urbano Caldeira,Wilton Sampaio,Bruno Raphael Pires,Leone Carvalho,Lucas Canetto Bellote
2020,6,Coritiba,Sport Recife,1,0,H,0,0,D,0,0,0,0,0,1,0,0,0,0,0,0,4-2-3-1,4-4-2,Jorginho,Jair Ventura,58%,42%,478/557,305/385,86%,79%,3/13,2/7,23%,29%,1/2,2/3,50%,66%,14,19,5,2,16,24,731,555,20,20,7,16,20,10,18,12,0,1,12,5,17,24,68,61,1,0,0,4,0,0,Estádio Major Antônio Couto Pereira,Raphael Claus,Marcelo Van Gasse,Fabrini Bevilaqua Costa,Luiz Alexandre Fernandes
2020,6,Atlético Goianiense,Ceará,0,2,A,0,0,D,0,0,0,0,0,0,0,0,0,0,1,1,4-2-3-1,4-2-3-1,Vágner Mancini,Guto Ferreira,54%,46%,288/360,224/305,80%,73%,4/14,5/13,29%,38%,3/5,4/4,60%,100%,16,11,4,4,18,17,562,503,14,21,13,11,17,18,14,21,1,2,6,12,33,26,53,68,1,0,1,2,0,0,Estádio Olímpico Pedro Ludovico Teixeira,Igor Junior Benevenuto,Ricardo Junio de Souza,Sidmar dos Santos Meurer,Osimar Moreira da Silva Júnior
2020,7,Ceará,Fortaleza,1,0,H,1,0,H,0,0,1,0,0,0,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Guto Ferreira,Rogério Ceni,27%,73%,161/226,522/612,71%,85%,4/9,0/5,44%,0%,0/0,3/4,%,75%,22,18,2,6,9,17,411,788,18,13,16,3,22,21,26,7,4,2,10,7,14,35,39,94,2,0,0,2,0,0,Estádio Castelão,Luiz Flávio de Oliveira,Miguel Cataneo Ribeiro Da Costa,Luiz Alberto Andrini Nogueira,Luis César De Oliveira Magalhães
2020,7,Goiás,Corinthians,1,2,A,0,1,A,0,0,0,0,1,0,0,1,0,0,0,1,4-3-3,4-2-3-1,Thiago Larghi,Tiago Nunes,46%,54%,376/443,445/511,85%,87%,3/11,4/11,27%,36%,3/4,3/3,75%,100%,16,12,3,6,15,29,632,697,18,15,14,8,9,13,22,18,1,0,9,6,22,21,66,55,1,0,0,3,0,0,Estádio de Hailé Pinheiro,Jose Mendonca da Silva Junior,Ivan Carlos Bohn,Victor Imazu,Anderson Ribeiro Gonçalves
2020,7,Fluminense,Atlético Goianiense,1,1,D,1,0,H,1,0,0,0,0,0,0,0,0,0,0,1,4-4-2,4-2-3-1,Odair Hellmann,Vágner Mancini,43%,57%,286/367,395/465,78%,85%,4/11,3/15,36%,20%,2/3,3/4,66%,75%,14,16,2,9,10,30,543,672,15,19,12,9,10,17,17,12,0,1,16,7,17,26,61,42,3,1,0,1,0,0,Estadio Jornalista Mário Filho,Marielson Alves Silva,Alessandro Álvaro Rocha de Matos,Elicarlos Franco de Oliveira,Philip Georg Bennett
2020,7,Botafogo (RJ),Coritiba,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,RJ,4-2-3-1,Paulo Autuori,Jorginho,55%,45%,438/520,342/425,84%,80%,6/17,3/7,35%,43%,3/3,5/6,100%,83%,23,21,6,6,22,16,680,595,14,11,8,16,17,6,8,19,1,0,4,6,21,13,65,60,1,0,0,1,0,0,Estádio Nilton Santos,Felipe Fernandes de Lima,Felipe Alan Costa de Oliveira,Celso Luiz Da Silva,Rafael Martins de Sá
2020,7,Bahia,Flamengo,3,5,A,2,3,A,0,0,2,0,0,1,1,1,1,2,0,0,4-2-3-1,4-2-3-1,Roger Machado,Domènec Torrent,42%,58%,378/456,552/642,83%,86%,6/14,9/20,43%,45%,3/9,3/6,33%,50%,8,17,5,6,16,11,642,824,19,17,15,14,10,19,12,12,2,2,13,7,13,21,55,45,1,0,0,2,0,0,Estádio Governador Roberto Santos,Savio Pereira,Daniel Henrique da Silva Andrade,Jose Reinaldo do Nascimento Júnior,Bruno Pereira Vasconcelos
2020,7,Atlético Paranaense,Bragantino,1,1,D,1,1,D,0,1,0,0,0,0,0,1,0,0,0,0,4-2-3-1,4-2-3-1,Eduardo Maciel de Barros,Marcinho,58%,42%,410/491,268/350,84%,77%,5/11,3/18,45%,17%,2/3,4/5,66%,80%,15,12,2,8,15,21,679,559,13,19,9,15,12,13,16,13,1,0,11,5,18,31,57,66,2,0,0,2,0,0,Estádio Joaquim Américo Guimarães,Wagner do Nascimento Magalhaes,Thiago Henrique Neto Correa Farinha,Thiago Rosa de Oliveira,Leonardo Ferreira Lima
2020,7,Santos,Vasco da Gama,2,2,D,1,1,D,0,1,0,1,0,0,0,0,1,0,1,0,4-3-3,4-1-4-1,Cuca,Ramon Menezes,61%,39%,347/409,204/267,85%,76%,5/11,3/9,45%,33%,1/3,3/5,33%,60%,17,21,9,2,29,7,563,417,15,12,13,11,7,7,7,17,2,1,6,7,14,17,35,46,2,0,0,3,0,0,Estádio Urbano Caldeira,Rodrigo D'Alonso Ferreira,Helton Nunes,Eder Alexandre,Rafael Gomes Felix da Silva
2020,7,Palmeiras,Internacional,1,1,D,0,0,D,0,0,0,0,0,1,0,0,0,0,0,1,4-3-2-1,4-4-2&#9670;,Vanderlei Luxemburgo,Eduardo Coudet,50%,50%,272/373,276/378,73%,73%,1/11,2/8,9%,25%,1/2,0/1,50%,0%,21,23,5,4,19,12,553,542,14,14,19,7,22,11,7,12,1,0,6,6,15,18,71,71,3,0,0,5,0,0,Allianz Parque,Wilton Sampaio,Bruno Raphael Pires,Leone Carvalho,Salim Fende Chavez
2020,7,Grêmio,Sport Recife,1,2,A,0,1,A,0,0,0,0,0,1,1,0,0,0,1,0,4-2-3-1,4-2-3-1,Renato Gaúcho,Jair Ventura,72%,28%,584/676,165/274,86%,60%,7/28,3/5,25%,60%,1/3,6/7,33%,85%,10,11,11,1,48,3,886,432,5,15,5,11,20,13,6,41,1,1,3,15,20,8,56,69,1,0,0,5,0,0,Arena do Grêmio,Dyorgines José Padovani Andrade,Fabiano Da Silva Ramires,Katiuscia Mayer Berger Mendonça,Jonathan Benkenstein Pinheiro
2020,7,Atlético Mineiro,São Paulo,3,0,H,2,0,H,0,0,2,1,0,0,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Jorge Sampaoli,Fernando Diniz,51%,49%,403/493,366/466,82%,79%,8/14,4/13,57%,31%,4/4,5/8,100%,62%,18,11,5,3,13,12,670,663,25,17,11,6,15,9,14,7,3,1,5,8,12,38,80,58,0,0,0,0,0,0,Estádio Raimundo Sampaio,Jean Pierre Goncalves Lima,Lúcio Beiersdorf Flor,Leirson Peng Martins,Michel Patrick Costa Guimarães
2020,8,Flamengo,Fortaleza,2,1,H,1,1,D,1,0,0,0,0,1,1,0,0,0,0,0,4-2-3-1,4-2-3-1,Domènec Torrent,Rogério Ceni,62%,38%,449/512,265/328,88%,81%,8/18,2/4,44%,50%,1/2,6/8,50%,75%,12,21,11,3,33,7,679,494,13,19,8,18,17,14,5,27,3,4,1,12,14,9,27,60,1,0,0,1,0,0,Estadio Jornalista Mário Filho,Flavio Rodrigues De Souza,Marcelo Van Gasse,Alex Ang Ribeiro,Tarcizo Pinheiro Caetano
2020,8,Corinthians,Botafogo (RJ),2,2,D,1,1,D,1,0,0,0,0,1,0,1,0,0,1,0,4-2-3-1,RJ,Tiago Nunes,Paulo Autuori,61%,39%,472/541,280/339,87%,83%,6/14,3/13,43%,23%,1/3,4/6,33%,66%,18,10,12,6,32,27,724,550,11,13,9,15,14,11,22,31,1,2,15,7,19,19,60,53,3,0,0,1,0,0,Arena Corinthians,Rafael Traci,Alex dos Santos,Henrique Neu Ribeiro,Salim Fende Chavez
2020,8,Ceará,Santos,0,1,A,0,1,A,0,0,0,0,0,0,1,0,0,0,0,0,4-2-3-1,4-2-3-1,Guto Ferreira,Cuca,63%,37%,343/412,176/236,83%,75%,6/13,4/9,46%,44%,3/4,6/6,75%,100%,18,18,7,5,24,16,571,405,10,12,5,8,9,9,11,20,1,2,5,8,18,13,50,50,3,2,3,4,0,2,Estádio Castelão,Wagner Reway,Oberto da Silva Santos,Kildenn Tadeu Morais de Lucena,Leo Simão Holanda
2020,8,Bragantino,Palmeiras,1,2,A,0,0,D,0,0,0,1,0,0,0,0,0,0,1,1,4-2-3-1,4-1-4-1,Maurício Barbieri,Vanderlei Luxemburgo,38%,62%,275/349,498/579,79%,86%,4/20,4/14,20%,29%,2/4,3/4,50%,75%,23,12,5,3,16,21,547,793,17,19,13,11,4,14,16,19,1,2,7,10,16,18,45,53,1,0,1,3,0,0,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique,Carlos Henrique Alves de Lima Filho,Daniel do Espirito Santo Parro,Humberto Jose Junior
2020,8,São Paulo,Fluminense,3,1,H,0,1,A,0,0,0,2,0,1,0,0,1,0,0,0,4-2-3-1,4-2-3-1,Fernando Diniz,Odair Hellmann,50%,50%,355/436,355/438,81%,81%,3/14,4/12,21%,33%,3/4,0/3,75%,0%,20,13,3,2,13,11,606,599,9,12,8,13,14,11,13,9,0,2,5,11,24,18,50,64,3,0,0,0,0,0,Estádio do Morumbi,Paulo Roberto Alves Júnior,Sidmar dos Santos Meurer,Rafael Trombeta,Ilbert Estevam Da Silva
2020,8,Internacional,Bahia,2,2,D,1,1,D,0,1,0,0,1,0,0,1,0,0,0,1,4-3-1-2,4-4-2&#9670;,Eduardo Coudet,Cláudio Prates,62%,38%,398/474,202/290,84%,70%,5/9,4/9,56%,44%,1/4,3/5,25%,60%,11,11,7,5,26,14,651,456,16,16,10,12,15,19,12,23,0,1,4,5,22,25,62,43,2,0,0,3,0,0,Estádio José Pinheiro Borba,Braulio da Silva Machado,Neuza Inês Back,Eder Alexandre,Anderson da Silveira Farias
2020,8,Vasco da Gama,Atlético Paranaense,1,0,H,1,0,H,1,0,0,0,0,0,0,0,0,0,0,0,4-2-3-1,4-1-4-1,Ramon Menezes,Eduardo Maciel de Barros,32%,68%,218/291,527/605,75%,87%,2/8,4/14,25%,29%,4/4,1/2,100%,50%,7,16,3,2,8,21,473,769,14,21,10,11,9,10,20,3,2,1,4,8,19,21,54,48,1,0,0,1,0,0,Estádio Club de Regatas Vasco da Gama,Raphael Claus,Danilo Manis,Daniel Paulo Ziolli,Yuri Elino Ferreira da Cruz
2020,8,Atlético Goianiense,Grêmio,1,1,D,1,1,D,1,0,0,0,0,0,0,0,1,0,0,0,4-2-3-1,4-2-3-1,Vágner Mancini,Renato Gaúcho,49%,51%,393/462,392/474,85%,83%,2/8,2/6,25%,33%,1/2,1/2,50%,50%,16,13,3,3,17,22,640,644,13,16,26,12,15,12,19,11,0,1,8,10,13,22,66,62,1,0,0,3,1,0,Estádio Olímpico Pedro Ludovico Teixeira,Ricardo Marques Ribeiro,Marcus Vinícius Gomes,Frederico Soares Vilarinho,Anderson Ribeiro Gonçalves
2020,8,Coritiba,Atlético Mineiro,0,1,A,0,1,A,0,0,0,0,0,0,0,0,1,0,0,0,4-2-3-1,4-1-4-1,Jorginho,Jorge Sampaoli,47%,53%,352/442,405/482,80%,84%,3/13,2/19,23%,11%,1/2,3/3,50%,100%,14,19,4,4,16,22,622,674,16,19,12,11,12,10,17,9,0,2,15,8,22,20,81,50,1,0,0,3,0,0,Estádio Major Antônio Couto Pereira,Diego Pombo Lopez,Alessandro Álvaro Rocha de Matos,Jucimar dos Santos Dias,Murilo Ugolini Klein
2020,8,Sport Recife,Goiás,2,1,H,0,0,D,0,0,0,1,0,1,0,0,0,0,1,0,4-2-3-1,4-3-3,Jair Ventura,Thiago Larghi,52%,48%,403/482,387/455,84%,85%,6/17,4/10,35%,40%,4/4,4/6,100%,66%,18,17,9,4,29,12,667,654,16,18,5,8,15,20,17,26,1,0,7,7,17,17,58,66,1,0,0,0,0,0,Estádio Adelmar da Costa Carvalho,Vinicius Gomes do Amaral,Leirson Peng Martins,Michael Stanislau,Michelangelo Martins de Almeida Junior
2020,9,Atlético Paranaense,Botafogo (RJ),1,1,D,0,0,D,0,0,0,0,0,1,0,0,0,0,0,1,4-1-4-1,RJ,Eduardo Maciel de Barros,Paulo Autuori,61%,39%,445/495,255/310,90%,82%,3/17,5/12,18%,42%,4/5,2/3,80%,66%,19,10,7,3,18,17,648,488,7,19,10,7,13,5,13,17,3,2,5,8,9,24,51,55,1,0,0,0,0,0,Estádio Joaquim Américo Guimarães,Vinicius Gonçalves Dias Araujo,Marcelo Van Gasse,Miguel Cataneo Ribeiro Da Costa,Luiz Alexandre Fernandes
2020,9,Goiás,Coritiba,3,3,D,1,2,A,0,0,1,0,0,2,1,0,1,0,0,1,4-3-3,4-2-3-1,Thiago Larghi,Jorginho,55%,46%,392/455,319/388,86%,82%,6/19,3/13,32%,23%,0/3,4/6,0%,66%,27,13,9,2,28,16,630,585,14,15,12,13,16,15,11,25,0,2,6,8,25,14,55,59,5,1,0,2,0,1,Estádio de Hailé Pinheiro,Caio Max Augusto Vieira,Eduardo Goncalves da Cruz,Jean Marcio dos Santos,Osimar Moreira da Silva Júnior
2020,9,Fortaleza,Sport Recife,1,0,H,0,0,D,0,0,0,1,0,0,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Rogério Ceni,Jair Ventura,53%,47%,359/410,304/368,88%,83%,4/12,1/4,33%,25%,1/1,3/4,100%,75%,27,14,6,1,23,9,552,490,5,15,7,4,20,15,11,25,0,2,5,11,14,13,56,53,5,0,0,1,0,0,Estádio Castelão,Felipe Fernandes de Lima,Felipe Alan Costa de Oliveira,Celso Luiz Da Silva,Antônio Magno Lima Cordeiro 
2020,9,São Paulo,Bragantino,1,1,D,0,0,D,0,0,0,0,0,1,0,0,0,1,0,0,4-2-3-1,4-4-2,Fernando Diniz,Maurício Barbieri,59%,41%,420/490,259/346,86%,75%,5/14,2/10,36%,20%,1/2,3/5,50%,60%,18,18,5,1,35,7,685,532,17,14,11,9,11,9,6,25,5,2,5,7,25,25,42,65,4,0,0,2,0,0,Estádio do Morumbi,Savio Pereira,Daniel Henrique da Silva Andrade,Jose Reinaldo do Nascimento Júnior,Thiago Luis Scarascati
2020,9,Santos,Atlético Mineiro,3,1,H,2,1,H,0,1,1,0,0,1,0,0,1,0,0,0,4-3-3,4-2-3-1,Cuca,Jorge Sampaoli,42%,58%,229/302,325/413,76%,79%,4/8,4/16,50%,25%,3/4,1/4,75%,25%,11,15,4,5,10,17,478,569,10,18,16,6,8,8,21,7,4,1,8,6,18,35,52,55,1,0,0,2,0,1,Estádio Urbano Caldeira,Wagner do Nascimento Magalhaes,Rodrigo Figueiredo Henrique Correa,Thiago Henrique Neto Correa Farinha,Vinicius Furlan
